customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST03146,Female,1,Yes,Yes,32,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),102.74,4020.34,Yes
CUST03147,Female,0,No,No,63,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No internet service,No,One year,No,Credit card (automatic),25.12,2420.03,No
CUST03148,Male,0,Yes,No,42,Yes,No,No,Yes,No,No internet service,No,No internet service,No internet service,Two year,No,Credit card (automatic),20.87,452.48,No
CUST03149,Male,0,No,No,14,No,Yes,DSL,No,No,Yes,Yes,No,No,One year,No,Mailed check,24.02,8483.05,Yes
CUST03150,Male,1,No,No,69,Yes,No phone service,DSL,No,No internet service,Yes,Yes,No internet service,No internet service,Two year,No,Credit card (automatic),78.66,5782.04,No
CUST03151,Female,0,Yes,No,33,Yes,No,No,No,No internet service,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),76.17,4633.52,No
CUST03152,Female,0,Yes,Yes,46,No,No phone service,DSL,Yes,Yes,Yes,No internet service,Yes,No,Two year,No,Bank transfer (automatic),79.38,4928.71,Yes
CUST03153,Female,0,Yes,Yes,54,No,No,No,Yes,No internet service,Yes,Yes,No internet service,Yes,One year,Yes,Mailed check,110.35,6083.91,No
CUST03154,Female,1,No,Yes,64,No,No,DSL,No,Yes,No internet service,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),39.83,5654.3,Yes
CUST03155,Male,1,No,Yes,7,Yes,No,Fiber optic,Yes,No,No,No,No internet service,Yes,Two year,Yes,Electronic check,30.44,5689.25,No
CUST03156,Female,0,Yes,No,26,No,Yes,No,No internet service,No,No,No internet service,No internet service,No,One year,No,Mailed check,58.01,7046.58,No
CUST03157,Female,0,No,Yes,45,Yes,No phone service,DSL,No internet service,No internet service,Yes,No,Yes,No internet service,Two year,Yes,Electronic check,96.3,973.6,Yes
CUST03158,Male,0,No,No,71,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,No,Yes,One year,Yes,Credit card (automatic),71.53,5345.79,Yes
CUST03159,Female,0,Yes,No,19,No,No phone service,DSL,No internet service,No internet service,No internet service,Yes,Yes,No,Two year,Yes,Electronic check,27.93,6834.12,No
CUST03160,Male,0,No,No,35,Yes,No phone service,No,Yes,No,Yes,Yes,No internet service,No,Two year,Yes,Credit card (automatic),31.05,4278.52,Yes
CUST03161,Female,0,No,No,9,Yes,No,No,No,No internet service,No,Yes,Yes,No,One year,No,Electronic check,113.34,729.78,No
CUST03162,Female,0,No,No,44,Yes,No phone service,DSL,Yes,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),31.91,4212.41,Yes
CUST03163,Male,1,No,No,8,No,No,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,No,Credit card (automatic),20.37,8341.09,No
CUST03164,Male,0,Yes,No,17,No,No phone service,Fiber optic,No,No internet service,No internet service,No,Yes,No internet service,One year,Yes,Electronic check,71.04,6760.82,No
CUST03165,Female,1,No,Yes,17,No,No phone service,Fiber optic,No internet service,No internet service,No,No,No internet service,No,Two year,Yes,Credit card (automatic),81.82,1193.49,No
CUST03166,Male,1,Yes,Yes,17,Yes,No,No,No internet service,Yes,No,No internet service,Yes,No internet service,Two year,Yes,Electronic check,61.75,2012.21,No
CUST03167,Male,0,No,No,46,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,22.46,5640.65,No
CUST03168,Female,0,Yes,Yes,11,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No,Yes,Two year,Yes,Bank transfer (automatic),44.44,6246.25,Yes
CUST03169,Male,0,No,No,54,No,Yes,No,No,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,115.54,2201.17,Yes
CUST03170,Female,0,No,No,44,Yes,No,No,No internet service,No internet service,Yes,No internet service,No internet service,No,One year,No,Credit card (automatic),30.47,4522.48,No
CUST03171,Female,0,No,No,43,Yes,Yes,No,No internet service,Yes,No,No internet service,No internet service,Yes,Two year,Yes,Mailed check,116.84,4567.91,No
CUST03172,Female,0,No,Yes,37,Yes,Yes,No,No,No internet service,No internet service,Yes,No internet service,Yes,Two year,Yes,Mailed check,34.9,8621.27,Yes
CUST03173,Male,0,Yes,No,10,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,Yes,No internet service,One year,No,Bank transfer (automatic),26.43,6999.46,No
CUST03174,Male,1,No,No,56,No,No,No,Yes,No internet service,Yes,No,No,No,One year,No,Mailed check,94.98,7584.02,No
CUST03175,Female,0,Yes,Yes,64,No,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No,No internet service,Two year,Yes,Credit card (automatic),62.22,6416.12,No
CUST03176,Female,0,No,Yes,25,Yes,No,DSL,No,No,No internet service,Yes,Yes,No internet service,One year,No,Credit card (automatic),106.06,746.97,No
CUST03177,Male,1,No,Yes,42,No,No,Fiber optic,Yes,No internet service,No,No internet service,Yes,No,Two year,Yes,Mailed check,48.48,34.0,No
CUST03178,Male,0,No,No,51,No,No,Fiber optic,No,No,Yes,Yes,No internet service,No,One year,No,Mailed check,76.38,4374.53,No
CUST03179,Male,0,No,No,16,No,No,Fiber optic,Yes,Yes,No internet service,No,Yes,Yes,Two year,No,Bank transfer (automatic),90.89,564.12,No
CUST03180,Female,0,No,Yes,22,No,No phone service,DSL,No,No,No,Yes,No internet service,Yes,One year,No,Bank transfer (automatic),106.41,7726.82,No
CUST03181,Female,0,Yes,No,39,No,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,Yes,One year,Yes,Mailed check,73.21,3045.32,No
CUST03182,Male,0,No,No,59,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),108.31,5005.29,No
CUST03183,Male,0,No,No,8,No,No,Fiber optic,No,Yes,Yes,No,No,No internet service,Month-to-month,No,Mailed check,107.08,3016.79,No
CUST03184,Female,0,No,No,41,No,No,DSL,Yes,No,No internet service,Yes,No,No,One year,No,Electronic check,82.19,7109.39,Yes
CUST03185,Male,1,Yes,Yes,27,No,No phone service,DSL,No,Yes,Yes,No internet service,No,Yes,One year,Yes,Credit card (automatic),83.7,564.94,No
CUST03186,Male,0,Yes,Yes,46,Yes,No phone service,DSL,No,Yes,No,No,No,No internet service,Month-to-month,No,Electronic check,62.86,1928.68,No
CUST03187,Male,0,Yes,Yes,11,No,Yes,DSL,Yes,Yes,Yes,No internet service,Yes,No,One year,No,Credit card (automatic),72.61,1958.92,Yes
CUST03188,Male,0,No,Yes,10,Yes,No phone service,DSL,No,No,Yes,No internet service,No internet service,Yes,One year,Yes,Bank transfer (automatic),69.17,154.88,No
CUST03189,Male,0,Yes,Yes,44,Yes,Yes,Fiber optic,Yes,No,No,Yes,No internet service,Yes,Two year,No,Mailed check,89.28,5129.61,No
CUST03190,Female,0,Yes,No,57,Yes,No,Fiber optic,No,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.79,5115.89,Yes
CUST03191,Female,0,Yes,Yes,37,No,No phone service,Fiber optic,No,No,No internet service,No,Yes,No internet service,One year,No,Mailed check,64.4,4072.31,Yes
CUST03192,Male,1,Yes,Yes,21,Yes,No phone service,No,No internet service,No,No,No internet service,No internet service,No internet service,One year,No,Electronic check,70.07,944.27,Yes
CUST03193,Female,0,No,Yes,23,Yes,No,DSL,No internet service,No internet service,No,Yes,No internet service,No internet service,One year,No,Electronic check,33.67,3418.22,No
CUST03194,Female,0,No,Yes,66,No,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No,Month-to-month,Yes,Mailed check,93.21,216.99,No
CUST03195,Male,1,Yes,Yes,14,No,Yes,DSL,No,No,Yes,Yes,No internet service,No,One year,Yes,Credit card (automatic),22.83,7089.85,No
CUST03196,Male,0,No,No,42,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,117.33,1541.37,No
CUST03197,Female,0,Yes,Yes,0,Yes,No phone service,DSL,No internet service,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,42.57,5841.21,Yes
CUST03198,Male,0,No,Yes,44,Yes,No phone service,DSL,No internet service,Yes,No internet service,No internet service,No internet service,Yes,Two year,No,Electronic check,96.74,8610.35,No
CUST03199,Female,0,Yes,No,33,No,No phone service,DSL,No,No,No,No,No,Yes,Two year,Yes,Mailed check,41.26,6490.7,No
CUST03200,Female,0,Yes,No,4,Yes,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,109.91,3837.08,No
CUST03201,Female,0,Yes,No,1,Yes,No,DSL,Yes,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),105.8,1215.05,No
CUST03202,Male,0,Yes,No,9,Yes,No,DSL,Yes,Yes,No internet service,No,No,No,Two year,Yes,Electronic check,51.41,7363.88,No
CUST03203,Male,0,Yes,No,30,Yes,Yes,No,No internet service,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),19.11,158.34,No
CUST03204,Female,0,No,Yes,42,No,No phone service,No,No internet service,No internet service,No internet service,Yes,No,No,Two year,Yes,Bank transfer (automatic),38.76,8106.97,No
CUST03205,Female,1,No,Yes,35,No,Yes,Fiber optic,Yes,No,Yes,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),67.52,4544.21,Yes
CUST03206,Female,0,No,Yes,59,Yes,No,DSL,Yes,No,No internet service,No,No internet service,No internet service,One year,No,Bank transfer (automatic),27.37,932.9,Yes
CUST03207,Male,1,No,No,45,No,Yes,No,Yes,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),84.1,4563.45,No
CUST03208,Male,0,Yes,No,36,No,Yes,Fiber optic,No,No internet service,Yes,Yes,No internet service,No internet service,One year,Yes,Mailed check,34.26,6047.74,No
CUST03209,Female,0,Yes,Yes,66,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),21.72,5496.46,No
CUST03210,Male,0,Yes,No,65,No,No phone service,Fiber optic,No internet service,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,54.73,6735.9,No
CUST03211,Male,0,No,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),24.85,5475.99,Yes
CUST03212,Female,0,Yes,No,3,No,Yes,Fiber optic,No internet service,Yes,No,No internet service,No,No internet service,Two year,Yes,Electronic check,84.79,7243.93,No
CUST03213,Male,0,Yes,No,5,Yes,No phone service,No,No internet service,Yes,No internet service,No,No,No internet service,Two year,Yes,Credit card (automatic),72.63,7885.71,No
CUST03214,Female,0,Yes,No,29,No,No,No,No,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),33.75,7475.8,Yes
CUST03215,Female,0,No,Yes,17,No,No,No,No,Yes,No,No internet service,Yes,No,Two year,No,Electronic check,20.97,1702.84,No
CUST03216,Male,0,Yes,Yes,46,Yes,Yes,No,No,No internet service,Yes,No internet service,No,Yes,Two year,Yes,Electronic check,75.8,3228.77,Yes
CUST03217,Female,0,Yes,Yes,7,No,No,No,No,Yes,No,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),113.22,5363.12,No
CUST03218,Male,0,Yes,Yes,38,Yes,Yes,No,No,No internet service,No,No internet service,No internet service,No internet service,One year,Yes,Electronic check,23.73,6713.41,No
CUST03219,Female,0,No,Yes,7,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,No internet service,Yes,One year,Yes,Electronic check,21.7,5642.15,No
CUST03220,Female,0,No,Yes,50,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),46.33,8504.29,Yes
CUST03221,Male,1,Yes,No,43,No,No,DSL,No,Yes,No internet service,No internet service,Yes,No,Two year,Yes,Mailed check,47.3,6477.09,No
CUST03222,Male,0,Yes,Yes,5,No,No,Fiber optic,Yes,No internet service,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),64.65,5958.51,Yes
CUST03223,Female,0,No,No,34,No,No phone service,DSL,No internet service,No internet service,No,No internet service,No,No internet service,Two year,No,Electronic check,111.02,2464.91,No
CUST03224,Male,0,No,No,8,Yes,No,Fiber optic,No,No internet service,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),52.98,5572.54,No
CUST03225,Female,0,Yes,No,30,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,No,No,Month-to-month,Yes,Electronic check,41.28,6039.31,Yes
CUST03226,Male,0,Yes,Yes,52,No,No phone service,Fiber optic,Yes,No,No internet service,Yes,No internet service,No internet service,One year,No,Electronic check,52.86,7158.94,No
CUST03227,Male,0,No,No,17,Yes,No phone service,Fiber optic,No,No,No,No internet service,No,No internet service,One year,Yes,Mailed check,118.69,4285.87,No
CUST03228,Female,0,Yes,Yes,51,Yes,No,No,No,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,21.06,614.14,No
CUST03229,Female,0,Yes,Yes,2,No,No,Fiber optic,No,No internet service,Yes,No,Yes,No internet service,Month-to-month,Yes,Mailed check,97.95,5780.09,No
CUST03230,Female,0,No,Yes,47,No,Yes,DSL,Yes,No internet service,No,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),49.57,8254.78,No
CUST03231,Female,0,No,Yes,63,Yes,No,DSL,No,No internet service,No,Yes,No,No,Two year,No,Credit card (automatic),36.06,3856.84,No
CUST03232,Male,0,No,Yes,30,Yes,Yes,No,No internet service,Yes,No internet service,Yes,Yes,No internet service,Two year,Yes,Credit card (automatic),111.08,6194.31,Yes
CUST03233,Female,0,Yes,No,24,No,No phone service,No,Yes,No,No,No,No,No internet service,One year,No,Electronic check,80.43,2369.83,Yes
CUST03234,Female,0,Yes,No,49,Yes,No phone service,DSL,Yes,No internet service,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),64.3,115.38,No
CUST03235,Female,0,No,Yes,31,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,Yes,One year,No,Mailed check,80.85,6203.73,No
CUST03236,Male,1,No,Yes,41,No,Yes,DSL,Yes,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),18.42,7280.72,Yes
CUST03237,Male,0,No,No,2,No,Yes,DSL,No,No internet service,No,No,No internet service,Yes,Month-to-month,No,Electronic check,42.51,3003.5,Yes
CUST03238,Female,1,No,No,0,Yes,No,Fiber optic,No internet service,No internet service,No,No,No internet service,No,Month-to-month,Yes,Mailed check,69.29,2775.24,No
CUST03239,Female,0,No,No,59,Yes,No phone service,Fiber optic,No internet service,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),65.43,3727.64,No
CUST03240,Male,0,No,No,67,Yes,No phone service,DSL,Yes,No internet service,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),75.4,5532.39,No
CUST03241,Male,1,No,No,47,No,No,No,Yes,No internet service,Yes,No,No internet service,Yes,One year,Yes,Credit card (automatic),99.86,5731.89,No
CUST03242,Female,0,No,Yes,42,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Mailed check,44.47,1137.35,No
CUST03243,Female,0,No,No,65,Yes,No phone service,No,No,No,No,Yes,Yes,No internet service,Two year,Yes,Electronic check,115.23,7889.24,No
CUST03244,Female,0,No,Yes,63,No,No phone service,Fiber optic,No,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.86,4843.85,No
CUST03245,Male,0,Yes,Yes,70,No,No phone service,No,No,Yes,No internet service,Yes,No internet service,No internet service,Two year,No,Mailed check,52.08,8528.7,Yes
CUST03246,Female,0,No,Yes,51,No,No phone service,No,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),45.91,6103.38,No
CUST03247,Male,0,Yes,No,0,Yes,No,Fiber optic,No,No internet service,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),62.22,8611.58,No
CUST03248,Male,0,No,Yes,1,Yes,Yes,Fiber optic,No,No,Yes,No internet service,Yes,No internet service,Two year,No,Credit card (automatic),111.56,4855.99,No
CUST03249,Female,0,Yes,Yes,30,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,75.95,297.84,No
CUST03250,Female,0,No,Yes,63,No,No,No,No,No,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,68.76,7107.89,Yes
CUST03251,Female,0,Yes,Yes,48,No,Yes,DSL,Yes,No,Yes,No,Yes,No internet service,One year,Yes,Mailed check,78.2,6433.46,No
CUST03252,Female,0,Yes,Yes,53,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),102.63,7981.41,Yes
CUST03253,Female,0,Yes,No,52,No,Yes,Fiber optic,No,No,No,No,No internet service,No,One year,Yes,Credit card (automatic),49.41,521.26,No
CUST03254,Male,0,No,No,26,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No internet service,One year,Yes,Credit card (automatic),64.84,2194.43,Yes
CUST03255,Male,1,No,No,41,No,No phone service,Fiber optic,Yes,No,No internet service,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),71.93,134.56,No
CUST03256,Female,0,Yes,Yes,70,No,No,DSL,No internet service,No,No,Yes,No,No internet service,One year,Yes,Bank transfer (automatic),68.47,189.05,No
CUST03257,Female,0,No,Yes,29,No,No phone service,No,No,No internet service,No,Yes,No internet service,No internet service,One year,Yes,Bank transfer (automatic),83.8,7715.56,No
CUST03258,Male,0,No,No,39,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,Yes,No internet service,One year,Yes,Credit card (automatic),80.95,3241.33,No
CUST03259,Female,0,Yes,No,47,No,No,Fiber optic,Yes,No internet service,No internet service,Yes,No,Yes,Month-to-month,No,Mailed check,109.13,3606.52,No
CUST03260,Female,0,Yes,No,36,No,Yes,No,Yes,No internet service,No,No,Yes,No,Two year,No,Bank transfer (automatic),97.82,1860.92,Yes
CUST03261,Female,0,Yes,No,43,No,No phone service,DSL,Yes,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,64.21,5658.25,No
CUST03262,Female,0,No,Yes,20,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,91.96,6182.63,Yes
CUST03263,Male,1,Yes,Yes,72,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,Yes,Yes,One year,No,Mailed check,18.36,7164.37,No
CUST03264,Female,0,No,No,56,No,No,DSL,No internet service,No,No internet service,No,No internet service,No internet service,Two year,No,Electronic check,66.4,7426.31,No
CUST03265,Female,1,No,No,30,Yes,No phone service,No,No internet service,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),118.33,2117.69,Yes
CUST03266,Male,0,No,No,53,No,No phone service,Fiber optic,No internet service,No internet service,No,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),81.26,4984.93,No
CUST03267,Female,0,Yes,Yes,21,No,No,DSL,No internet service,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),90.31,5001.65,No
CUST03268,Female,0,Yes,No,46,No,No,DSL,No,No,Yes,Yes,No internet service,No,Two year,No,Electronic check,22.59,4545.25,Yes
CUST03269,Female,1,Yes,No,72,Yes,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Mailed check,98.89,3875.25,No
CUST03270,Female,0,No,Yes,64,No,Yes,Fiber optic,No,No internet service,No,No,Yes,No internet service,One year,Yes,Credit card (automatic),103.25,5923.18,No
CUST03271,Male,0,Yes,Yes,65,Yes,Yes,No,Yes,No,No internet service,Yes,Yes,No,Two year,No,Bank transfer (automatic),48.84,5080.66,Yes
CUST03272,Male,1,Yes,No,71,No,No,DSL,No,No,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,102.13,2122.23,No
CUST03273,Male,1,Yes,Yes,65,Yes,No phone service,DSL,No,No internet service,No internet service,Yes,Yes,No internet service,Two year,Yes,Bank transfer (automatic),36.26,2333.54,No
CUST03274,Female,0,Yes,No,26,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Mailed check,99.8,7324.93,Yes
CUST03275,Female,1,No,Yes,31,Yes,Yes,No,Yes,No internet service,No,No internet service,Yes,No,One year,Yes,Electronic check,78.23,6137.26,No
CUST03276,Male,0,Yes,Yes,43,No,No phone service,Fiber optic,No,Yes,No internet service,Yes,No,No internet service,One year,No,Electronic check,74.77,3710.32,No
CUST03277,Female,0,Yes,No,18,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No internet service,No,Two year,Yes,Credit card (automatic),27.45,8433.34,No
CUST03278,Male,0,Yes,No,6,No,No phone service,DSL,No,No,No,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),95.79,7289.29,No
CUST03279,Male,0,Yes,No,41,No,Yes,No,Yes,Yes,Yes,No internet service,No,No,Two year,No,Mailed check,73.84,2938.84,No
CUST03280,Female,0,Yes,Yes,59,No,Yes,Fiber optic,No,No,No,No internet service,Yes,Yes,Month-to-month,No,Mailed check,101.81,6614.17,No
CUST03281,Male,0,No,No,69,No,Yes,DSL,No internet service,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,62.66,4921.36,No
CUST03282,Male,0,No,No,38,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,85.97,2130.18,No
CUST03283,Male,1,No,Yes,20,Yes,No,Fiber optic,No,No,No,Yes,No internet service,No internet service,Two year,Yes,Credit card (automatic),30.3,8053.58,Yes
CUST03284,Female,0,No,Yes,8,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,Yes,No internet service,Two year,Yes,Bank transfer (automatic),23.42,5585.54,No
CUST03285,Male,0,Yes,No,51,No,Yes,No,Yes,Yes,No internet service,Yes,Yes,No internet service,Two year,Yes,Credit card (automatic),98.92,52.01,No
CUST03286,Male,0,No,No,9,Yes,No,Fiber optic,Yes,No,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),32.94,5111.41,Yes
CUST03287,Male,0,Yes,Yes,21,No,No phone service,No,No internet service,No internet service,Yes,No internet service,Yes,No internet service,One year,No,Bank transfer (automatic),48.12,5604.7,Yes
CUST03288,Female,0,No,Yes,66,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No,Yes,No internet service,One year,No,Bank transfer (automatic),33.78,811.17,No
CUST03289,Female,0,No,No,34,Yes,Yes,DSL,No internet service,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,30.68,2991.86,No
CUST03290,Male,1,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,Yes,Yes,No,Month-to-month,No,Credit card (automatic),70.68,8512.21,No
CUST03291,Male,0,Yes,Yes,48,Yes,No phone service,DSL,No,No,No internet service,No internet service,No,Yes,Two year,Yes,Credit card (automatic),89.19,6712.93,No
CUST03292,Female,0,Yes,Yes,34,Yes,No,Fiber optic,Yes,Yes,No internet service,No,Yes,No internet service,Two year,No,Mailed check,34.51,2149.56,No
CUST03293,Female,0,Yes,No,22,No,No phone service,No,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),30.72,6228.03,No
CUST03294,Male,0,No,Yes,32,Yes,No phone service,Fiber optic,No internet service,No,No,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),100.22,5601.49,No
CUST03295,Male,0,No,No,45,Yes,Yes,No,Yes,Yes,No,Yes,No,No internet service,Month-to-month,No,Mailed check,24.84,3364.68,No
CUST03296,Male,0,No,No,71,No,No phone service,No,No,Yes,No internet service,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),64.21,7471.65,No
CUST03297,Male,0,Yes,No,17,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,107.63,8078.19,No
CUST03298,Male,0,Yes,Yes,19,No,Yes,No,No internet service,Yes,Yes,Yes,No internet service,Yes,One year,No,Electronic check,52.11,6365.81,Yes
CUST03299,Male,0,No,No,62,No,No,No,No,No internet service,Yes,Yes,No internet service,No,Month-to-month,Yes,Mailed check,44.11,8394.11,No
CUST03300,Female,0,No,No,45,Yes,No phone service,No,No internet service,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),33.59,2571.09,No
CUST03301,Female,1,Yes,No,14,Yes,No phone service,No,Yes,No internet service,No,No internet service,No,No internet service,Two year,No,Electronic check,19.24,5472.77,No
CUST03302,Male,0,No,No,69,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No,Yes,Month-to-month,No,Electronic check,78.25,7030.94,Yes
CUST03303,Male,0,No,No,69,No,No phone service,No,No,No,No,Yes,No internet service,Yes,One year,Yes,Mailed check,49.98,6688.03,No
CUST03304,Male,0,Yes,No,21,No,No phone service,Fiber optic,No internet service,No internet service,No,Yes,Yes,Yes,One year,No,Electronic check,101.65,7537.97,Yes
CUST03305,Female,0,Yes,Yes,13,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No,Yes,Yes,Month-to-month,No,Electronic check,105.75,5497.33,No
CUST03306,Male,0,Yes,Yes,25,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,No internet service,Yes,Two year,Yes,Credit card (automatic),59.17,8118.4,No
CUST03307,Female,0,Yes,Yes,43,Yes,Yes,DSL,No,No internet service,No internet service,Yes,No,Yes,Two year,Yes,Credit card (automatic),115.81,2968.43,No
CUST03308,Male,0,No,No,71,No,Yes,Fiber optic,Yes,No,Yes,No,No,No internet service,One year,No,Bank transfer (automatic),43.35,6500.67,Yes
CUST03309,Male,0,Yes,Yes,70,No,No phone service,Fiber optic,No,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),73.44,7252.0,No
CUST03310,Female,0,No,No,47,No,No phone service,Fiber optic,Yes,No internet service,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),65.57,6047.24,No
CUST03311,Male,0,No,Yes,32,No,Yes,No,No,No internet service,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),46.92,6774.39,No
CUST03312,Female,0,Yes,Yes,45,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,No,Yes,One year,No,Credit card (automatic),117.35,2827.05,Yes
CUST03313,Male,0,No,Yes,18,Yes,No phone service,DSL,No internet service,No,No internet service,No internet service,No internet service,Yes,Two year,Yes,Mailed check,40.59,5145.69,No
CUST03314,Female,1,No,No,36,No,No phone service,No,Yes,No,No,Yes,Yes,No internet service,One year,Yes,Bank transfer (automatic),24.6,930.3,Yes
CUST03315,Female,0,Yes,Yes,26,Yes,No,DSL,No,Yes,Yes,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),21.55,3831.34,No
CUST03316,Male,0,No,Yes,69,Yes,No,No,Yes,No,No internet service,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),109.5,1100.43,No
CUST03317,Male,0,No,No,31,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No internet service,Two year,Yes,Mailed check,58.19,1381.04,Yes
CUST03318,Male,0,No,No,47,Yes,Yes,DSL,No,No,No internet service,No internet service,No internet service,No,Two year,Yes,Bank transfer (automatic),77.33,3978.99,No
CUST03319,Male,0,Yes,Yes,71,Yes,No,Fiber optic,Yes,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,106.63,2986.06,No
